"inconsistent-obs","violated-rule"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R83-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R84-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R85-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Q85-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Q86-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R86-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R87-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AI87-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AH87-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Q87-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R88-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Q88-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Y15-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Y20-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Y21-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Z28-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Y36-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T4-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T44-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T46-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-U46-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T47-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T48-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T49-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T5-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T50-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T51-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T52-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-X52-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T53-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T6-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-U60-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-X62-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-X66-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T66-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Y66-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T67-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T68-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T69-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Y69-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T7-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T74-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-T75-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/Japan_1885-1926-S2-B15-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/Japan_1885-1926-S2-K20-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/Japan_1885-1926-S2-N28-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/Japan_1885-1926-S2-K48-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/Japan_1885-1926-S2-S23-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/Japan_1885-1926-S2-B32-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/Japan_1885-1926-S2-G34-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/Japan_1885-1926-S2-G40-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/Japan_1885-1926-S2-I20-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
